,STATION,DATE,Latitudes,Longitudes,wind_x,wind_y,temperature,pressure,ceiling,visibility,dew,precipitation_duration,precipitation_depth,mean_aod,min_aod,max_aod,pm25
0,72032999999,2018-02-01,34.11226562,117.6418724,0.4284930412033417,0.447722243582823,0.6306394057468575,0.3074950831664651,1.0,0.010146679511101885,0.38136664115258956,0.17714285714285716,0.0,0.09531875204359674,0.0625,0.15636363636363637,11.1
1,72032999999,2018-02-03,34.11226562,117.6418724,0.4235978979279847,0.4622941239676964,0.6625274433573574,0.49897035428350023,0.986511973214494,0.01010171592217295,0.46775418214370473,0.17714285714285716,0.0,0.09536784741144413,0.09895833333333334,0.10181818181818182,27.3
2,72032999999,2018-02-04,34.11226562,117.6418724,0.5078307123778224,0.45190679336791845,0.7048279018615362,0.42064775869732074,1.0,0.009944343386072228,0.39991311888453845,0.17714285714285716,0.0,0.0699940890099909,0.03298611111111111,0.22000000000000003,22.15555556
3,72032999999,2018-02-05,34.11226562,117.6418724,0.46122071808387977,0.5002900636662307,0.6625274433573574,0.30853198517406355,1.0,0.01010171592217295,0.5076174231801969,0.17714285714285716,0.0,0.10393149137148047,0.03819444444444444,0.24909090909090914,8.9
4,72032999999,2018-02-06,34.11226562,117.6418724,0.4427931502729008,0.48160346685229444,0.5362768446485199,0.2886393689002844,1.0,0.00974200726104257,0.6376008728793928,0.03,0.0,0.0834738982742961,0.07291666666666667,0.15090909090909094,22.1
5,72032999999,2018-02-07,34.11226562,117.6418724,0.5151818574286879,0.48698528784086925,0.587037394572399,0.6182223382707548,1.0,0.009831892507913779,0.41406700978708577,0.17714285714285713,0.0,0.06003200544959129,0.034722222222222224,0.1290909090909091,7.9
6,72032999999,2018-02-08,34.11226562,117.6418724,0.6145694505335135,0.40540909038489253,0.6534165756025172,0.5839726296804812,1.0,0.010169161300536241,0.22420964570847696,0.16888888889130438,0.0,0.02672894822888284,0.036458333333333336,0.06545454545454547,12.6
7,72032999999,2018-02-09,34.11226562,117.6418724,0.44398140401630387,0.4186548250790478,0.6905108234255769,0.3437935505732881,1.0,0.010011788754375299,0.28765812214878395,0.155,0.0,0.09856840145322435,0.08506944444444445,0.12545454545454549,11.4
8,72032999999,2018-02-11,34.11226562,117.6418724,0.4035555178337072,0.4143463503415447,0.3664242347652237,0.134532618919458,0.8320831097319116,0.009224800301032149,0.6962548264228638,0.04388888889130434,0.0,0.15881665940054498,0.10069444444444445,0.30909090909090914,14.1
9,72032999999,2018-02-13,34.11226562,117.6418724,0.439351101800748,0.4783301227249475,0.23041199149784708,0.4299596764239624,0.5861869642315499,0.010146679511101885,0.5834256353050603,0.06946214392391306,0.006369807222440945,0.1528048101725704,0.052083333333333336,0.32363636363636367,9.75
10,72032999999,2018-02-15,34.11226562,117.6418724,0.37852038328509113,0.4360207527986827,0.4022169303865628,0.5132577055800951,0.5854079656548216,0.010146679511101885,0.6610280026479145,0.17714285714285716,0.00031496062992125983,0.09735738056312443,0.046875,0.16909090909090913,10.9
11,72032999999,2018-02-16,34.11226562,117.6418724,0.5704300011649815,0.4223507035132781,0.4567813133434956,0.5936278432713777,1.0,0.010169161300536241,0.23023618997363832,0.17714285714285716,0.0,0.07365598365122616,0.050347222222222224,0.12181818181818184,7.7
12,72032999999,2018-02-17,34.11226562,117.6418724,0.4474738829000907,0.4593580536911099,0.4627391244004222,0.5597546848814048,1.0,0.010169161300536241,0.19638992911055364,0.155,0.0,0.08572293551316987,0.0625,0.11090909090909092,10.78421053
